ID_GEO;ID_LOCALIDADE;NOME;RS;RRAS
99;350870;CACONDE;RIO PARDO;RRAS15
100;350880;CAFELANDIA;LINS;RRAS09
101;350890;CAIABU;ALTA SOROCABANA;RRAS11
102;350900;CAIEIRAS;FRANCO DA ROCHA;RRAS03
103;350910;CAIUA;EXTREMO OESTE PAULISTA;RRAS11
104;350920;CAJAMAR;FRANCO DA ROCHA;RRAS03
105;350925;CAJATI;VALE DO RIBEIRA;RRAS07
106;350930;CAJOBI;NORTE BARRETOS;RRAS13
107;350940;CAJURU;VALE DAS CACHOEIRAS;RRAS13
108;350945;CAMPINA DO MONTE ALEGRE;ITAPETININGA;RRAS08
109;350950;CAMPINAS;REG METRO CAMPINAS;RRAS15
110;350960;CAMPO LIMPO PAULISTA;JUNDIAI;RRAS16
111;350970;CAMPOS DO JORDAO;VALE PARAIBA REGIAO SERRANA;RRAS17
112;350980;CAMPOS NOVOS PAULISTA;MARILIA;RRAS10
113;350990;CANANEIA;VALE DO RIBEIRA;RRAS07
114;350995;CANAS;CIRCUITO DA FE VALE HISTORICO;RRAS17
115;351000;CANDIDO MOTA;ASSIS;RRAS10
