"NIVEL_GEOGRAFICO";"ID_LOCALIDADE";"NOME";"ID_GEO"
"Município";"355030";"SAO PAULO";563
"Município";"355040";"SAO PEDRO";564
"Município";"355050";"SAO PEDRO DO TURVO";565
"Município";"355060";"SAO ROQUE";566
"Município";"355070";"SAO SEBASTIAO";567
"Município";"355080";"SAO SEBASTIAO DA GRAMA";568
"Município";"355090";"SAO SIMAO";569
"Município";"355100";"SAO VICENTE";570
"Município";"355110";"SARAPUI";571
"Município";"355120";"SARUTAIA";572
"Município";"355130";"SEBASTIANOPOLIS DO SUL";573
"Município";"355140";"SERRA AZUL";574
"Município";"355150";"SERRANA";575
"Município";"355160";"SERRA NEGRA";576
"Município";"355170";"SERTAOZINHO";577
"Município";"355180";"SETE BARRAS";578
"Município";"355190";"SEVERINIA";579
"Município";"355200";"SILVEIRAS";580
"Município";"355210";"SOCORRO";581
"Município";"355220";"SOROCABA";582
"Município";"355230";"SUD MENNUCCI";583
"Município";"355240";"SUMARE";584
"Município";"355250";"SUZANO";585
"Município";"355255";"SUZANAPOLIS";586
"Município";"355260";"TABAPUA";587
"Município";"355270";"TABATINGA";588
"Município";"355280";"TABOAO DA SERRA";589
"Município";"355290";"TACIBA";590
"Município";"355300";"TAGUAI";591
"Município";"355310";"TAIACU";592
"Município";"355320";"TAIUVA";593
"Município";"355330";"TAMBAU";594
"Município";"355340";"TANABI";595
"Município";"355350";"TAPIRAI";596
"Município";"355360";"TAPIRATIBA";597
"Município";"355365";"TAQUARAL";598
"Município";"355370";"TAQUARITINGA";599
"Município";"355380";"TAQUARITUBA";600
"Município";"355385";"TAQUARIVAI";601
"Município";"355390";"TARABAI";602
"Município";"355395";"TARUMA";603
"Município";"355400";"TATUI";604
"Município";"355410";"TAUBATE";605
"Município";"355420";"TEJUPA";606
"Município";"355430";"TEODORO SAMPAIO";607
"Município";"355440";"TERRA ROXA";608
"Município";"355450";"TIETE";609
"Município";"355460";"TIMBURI";610
"Município";"355465";"TORRE DE PEDRA";611
"Município";"355470";"TORRINHA";612
"Município";"355475";"TRABIJU";613
"Município";"355480";"TREMEMBE";614
"Município";"355490";"TRES FRONTEIRAS";615
"Município";"355495";"TUIUTI";616
"Município";"355500";"TUPA";617
"Município";"355510";"TUPI PAULISTA";618
"Município";"355520";"TURIUBA";619
"Município";"355530";"TURMALINA";620
"Município";"355535";"UBARANA";621
"Município";"355540";"UBATUBA";622
"Município";"355550";"UBIRAJARA";623
"Município";"355560";"UCHOA";624
"Município";"355570";"UNIAO PAULISTA";625
"Município";"355580";"URANIA";626
"Município";"355590";"URU";627
"Município";"355600";"URUPES";628
"Município";"355610";"VALENTIM GENTIL";629
"Município";"355620";"VALINHOS";630
"Município";"355630";"VALPARAISO";631
"Município";"355635";"VARGEM";632
"Município";"355640";"VARGEM GRANDE DO SUL";633
"Município";"355645";"VARGEM GRANDE PAULISTA";634
"Município";"355650";"VARZEA PAULISTA";635
"Município";"355660";"VERA CRUZ";636
"Município";"355670";"VINHEDO";637
"Município";"355680";"VIRADOURO";638
"Município";"355690";"VISTA ALEGRE DO ALTO";639
"Município";"355695";"VITORIA BRASIL";640
"Município";"355700";"VOTORANTIM";641
"Município";"355710";"VOTUPORANGA";642
"Município";"355715";"ZACARIAS";643
"Município";"355720";"CHAVANTES";644
"Município";"355730";"ESTIVA GERBI";645
"Município";NA;NA;646
"Região de Saúde";"ADAMANTINA";"ADAMANTINA";647
"Região de Saúde";"JOSE BONIFACIO";"JOSE BONIFACIO";648
"Região de Saúde";"MANTIQUEIRA";"MANTIQUEIRA";649
"Região de Saúde";"CIRCUITO DAS AGUAS";"CIRCUITO DAS AGUAS";650
"Região de Saúde";"VALE DO JURUMIRIM";"VALE DO JURUMIRIM";651
"Região de Saúde";"PIRACICABA";"PIRACICABA";652
"Região de Saúde";"BAURU";"BAURU";653
"Região de Saúde";"ITAPETININGA";"ITAPETININGA";654
"Região de Saúde";"ALTA SOROCABANA";"ALTA SOROCABANA";655
"Região de Saúde";"NORTE BARRETOS";"NORTE BARRETOS";656
"Região de Saúde";"VALE DAS CACHOEIRAS";"VALE DAS CACHOEIRAS";657
"Região de Saúde";"CONSORCIOS DO DRS II";"CONSORCIOS DO DRS II";658
"Região de Saúde";"SOROCABA";"SOROCABA";659
"Região de Saúde";"VOTUPORANGA";"VOTUPORANGA";660
"Região de Saúde";"MARILIA";"MARILIA";661
"Região de Saúde";"REG METRO CAMPINAS";"REG METRO CAMPINAS";662
"Região de Saúde";"CENTRAL DO DRS III";"CENTRAL DO DRS III";663
"Região de Saúde";"RIO CLARO";"RIO CLARO";664
