"NIVEL_GEOGRAFICO";"ID_LOCALIDADE";"NOME";"ID_GEO"
"Região de Saúde";"LAGOS DO DRS II";"LAGOS DO DRS II";665
"Região de Saúde";"POLO CUESTA";"POLO CUESTA";666
"Região de Saúde";"CIRCUITO DA FE VALE HISTORICO";"CIRCUITO DA FE VALE HISTORICO";667
"Região de Saúde";"JALES";"JALES";668
"Região de Saúde";"ITAPEVA";"ITAPEVA";669
"Região de Saúde";"CENTRAL DO DRS II";"CENTRAL DO DRS II";670
"Região de Saúde";"ALTA MOGIANA";"ALTA MOGIANA";671
"Região de Saúde";"ARARAS";"ARARAS";672
"Região de Saúde";"TUPA";"TUPA";673
"Região de Saúde";"CATANDUVA";"CATANDUVA";674
"Região de Saúde";"ALTO DO TIETE";"ALTO DO TIETE";675
"Região de Saúde";"ASSIS";"ASSIS";676
"Região de Saúde";"BRAGANCA";"BRAGANCA";677
"Região de Saúde";"SAO JOSE DO RIO PRETO";"SAO JOSE DO RIO PRETO";678
"Região de Saúde";"JAU";"JAU";679
"Região de Saúde";"VALE DO RIBEIRA";"VALE DO RIBEIRA";680
"Região de Saúde";"HORIZONTE VERDE";"HORIZONTE VERDE";681
"Região de Saúde";"ROTA DOS BANDEIRANTES";"ROTA DOS BANDEIRANTES";682
"Região de Saúde";"SUL BARRETOS";"SUL BARRETOS";683
"Região de Saúde";"OURINHOS";"OURINHOS";684
"Região de Saúde";"BAIXADA SANTISTA";"BAIXADA SANTISTA";685
"Região de Saúde";"NOROESTE DRS III";"NOROESTE DRS III";686
"Região de Saúde";"JUNDIAI";"JUNDIAI";687
"Região de Saúde";"ALTO VALE DO PARAIBA";"ALTO VALE DO PARAIBA";688
"Região de Saúde";"RIO PARDO";"RIO PARDO";689
"Região de Saúde";"LINS";"LINS";690
"Região de Saúde";"FRANCO DA ROCHA";"FRANCO DA ROCHA";691
"Região de Saúde";"EXTREMO OESTE PAULISTA";"EXTREMO OESTE PAULISTA";692
"Região de Saúde";"VALE PARAIBA REGIAO SERRANA";"VALE PARAIBA REGIAO SERRANA";693
"Região de Saúde";"LITORAL NORTE";"LITORAL NORTE";694
"Região de Saúde";"LIMEIRA";"LIMEIRA";695
"Região de Saúde";"MANANCIAIS";"MANANCIAIS";696
"Região de Saúde";"AQUIFERO GUARANI";"AQUIFERO GUARANI";697
"Região de Saúde";"TRES COLINAS";"TRES COLINAS";698
"Região de Saúde";"CORACAO DO DRS III";"CORACAO DO DRS III";699
"Região de Saúde";"GRANDE ABC";"GRANDE ABC";700
"Região de Saúde";"ALTA PAULISTA";"ALTA PAULISTA";701
"Região de Saúde";"FERNANDOPOLIS";"FERNANDOPOLIS";702
"Região de Saúde";"PONTAL DO PARANAPANEMA";"PONTAL DO PARANAPANEMA";703
"Região de Saúde";"ALTO CAPIVARI";"ALTO CAPIVARI";704
"Região de Saúde";"ALTA ANHANGUERA";"ALTA ANHANGUERA";705
"Região de Saúde";"BAIXA MOGIANA";"BAIXA MOGIANA";706
"Região de Saúde";"SANTA FE DO SUL";"SANTA FE DO SUL";707
"Região de Saúde";"SAO PAULO";"SAO PAULO";708
"RRAS";"RRAS10";"RRAS10";709
"RRAS";"RRAS12";"RRAS12";710
"RRAS";"RRAS15";"RRAS15";711
"RRAS";"RRAS09";"RRAS09";712
"RRAS";"RRAS14";"RRAS14";713
"RRAS";"RRAS08";"RRAS08";714
"RRAS";"RRAS11";"RRAS11";715
"RRAS";"RRAS13";"RRAS13";716
"RRAS";"RRAS19";"RRAS19";717
"RRAS";"RRAS18";"RRAS18";718
"RRAS";"RRAS17";"RRAS17";719
"RRAS";"RRAS02";"RRAS02";720
"RRAS";"RRAS16";"RRAS16";721
"RRAS";"RRAS07";"RRAS07";722
"RRAS";"RRAS05";"RRAS05";723
"RRAS";"RRAS03";"RRAS03";724
"RRAS";"RRAS04";"RRAS04";725
"RRAS";"RRAS01";"RRAS01";726
"RRAS";"RRAS06";"RRAS06";727
"Estado de São Paulo";"35";"Estado de São Paulo";728
