"ANO";"NOME";"Notificacoes_Estupro";"nivel_geografico";"total_72h";"casos_72h";"Oportunidade_72h";"total_pep";"casos_72h_pep";"PEP_72h";"total_contr";"casos_72h_contr";"Contracepção_72h_MIF";"COD_6_mun"
2017;"ENGENHEIRO COELHO";1;"Município";1;0;0;1;0;0;1;0;0;"351515"
2017;"ESPIRITO SANTO DO PINHAL";2;"Município";2;2;100;0;0;0;0;0;0;"351518"
2017;"ESTIVA GERBI";3;"Município";3;2;66,67;3;2;66,67;1;1;100;"355730"
2017;"EUCLIDES DA CUNHA PAULISTA";1;"Município";1;1;100;1;1;100;0;0;0;"351535"
2017;"FARTURA";1;"Município";1;0;0;0;0;0;0;0;0;"351540"
2017;"FERNANDOPOLIS";2;"Município";2;2;100;2;2;100;1;1;100;"351550"
2017;"FERRAZ DE VASCONCELOS";15;"Município";15;8;53,33;6;4;66,67;2;1;50;"351570"
2017;"FLOREAL";2;"Município";2;1;50;1;1;100;1;1;100;"351590"
2017;"FRANCA";13;"Município";13;7;53,85;3;2;66,67;0;0;0;"351620"
2017;"FRANCISCO MORATO";21;"Município";21;17;80,95;1;1;100;0;0;0;"351630"
2017;"FRANCO DA ROCHA";9;"Município";9;1;11,11;2;1;50;1;0;0;"351640"
2017;"GALIA";2;"Município";2;2;100;0;0;0;0;0;0;"351660"
2017;"GARCA";4;"Município";4;4;100;2;2;100;1;1;100;"351670"
2017;"GASTAO VIDIGAL";1;"Município";1;1;100;0;0;0;0;0;0;"351680"
2017;"GUAICARA";2;"Município";2;2;100;2;2;100;1;1;100;"351720"
2017;"GUAIRA";2;"Município";2;1;50;0;0;0;0;0;0;"351740"
2017;"GUAPIACU";2;"Município";2;0;0;0;0;0;0;0;0;"351750"
2017;"GUAPIARA";2;"Município";2;0;0;0;0;0;0;0;0;"351760"
2017;"GUARACAI";1;"Município";1;0;0;0;0;0;1;0;0;"351780"
2017;"GUARARAPES";1;"Município";1;0;0;1;0;0;1;0;0;"351820"
2017;"GUARAREMA";2;"Município";2;2;100;0;0;0;0;0;0;"351830"
2017;"GUARATINGUETA";4;"Município";4;3;75;3;3;100;0;0;0;"351840"
2017;"GUARUJA";15;"Município";15;11;73,33;7;6;85,71;2;2;100;"351870"
2017;"GUARULHOS";150;"Município";150;76;50,67;25;20;80;11;9;81,82;"351880"
2017;"GUATAPARA";1;"Município";1;1;100;1;1;100;1;1;100;"351885"
2017;"HERCULANDIA";1;"Município";1;1;100;1;1;100;0;0;0;"351900"
2017;"HORTOLANDIA";42;"Município";42;30;71,43;11;8;72,73;6;4;66,67;"351907"
2017;"IARAS";2;"Município";2;0;0;0;0;0;1;0;0;"351925"
2017;"IBIRAREMA";3;"Município";3;1;33,33;0;0;0;0;0;0;"351950"
2017;"IBITINGA";3;"Município";3;1;33,33;1;1;100;0;0;0;"351960"
2017;"IBIUNA";3;"Município";3;2;66,67;0;0;0;0;0;0;"351970"
2017;"ICEM";2;"Município";2;1;50;1;1;100;0;0;0;"351980"
2017;"IGARACU DO TIETE";5;"Município";5;3;60;3;3;100;0;0;0;"352000"
2017;"IGARAPAVA";3;"Município";3;3;100;1;1;100;0;0;0;"352010"
2017;"IGUAPE";7;"Município";7;2;28,57;5;2;40;4;2;50;"352030"
2017;"ILHA COMPRIDA";8;"Município";8;4;50;4;3;75;1;1;100;"352042"
2017;"ILHA SOLTEIRA";5;"Município";5;2;40;4;1;25;1;1;100;"352044"
2017;"ILHABELA";6;"Município";6;5;83,33;4;4;100;2;2;100;"352040"
2017;"INDAIATUBA";7;"Município";7;5;71,43;3;2;66,67;3;2;66,67;"352050"
2017;"IPERO";1;"Município";1;1;100;1;1;100;1;1;100;"352100"
2017;"IPORANGA";3;"Município";3;2;66,67;2;1;50;0;0;0;"352120"
2017;"IRAPUA";1;"Município";1;0;0;0;0;0;0;0;0;"352150"
2017;"ITABERA";4;"Município";4;3;75;2;2;100;2;2;100;"352170"
2017;"ITAJOBI";2;"Município";2;2;100;1;1;100;0;0;0;"352190"
2017;"ITANHAEM";24;"Município";24;9;37,5;18;7;38,89;4;3;75;"352210"
2017;"ITAPECERICA DA SERRA";19;"Município";19;9;47,37;4;1;25;2;0;0;"352220"
2017;"ITAPETININGA";22;"Município";22;7;31,82;3;3;100;1;1;100;"352230"
2017;"ITAPEVA";19;"Município";19;5;26,32;9;5;55,56;7;3;42,86;"352240"
2017;"ITAPEVI";9;"Município";9;3;33,33;3;1;33,33;1;1;100;"352250"
2017;"ITAPIRA";3;"Município";3;3;100;1;1;100;1;1;100;"352260"
2017;"ITAPOLIS";2;"Município";2;2;100;2;2;100;2;2;100;"352270"
2017;"ITAPURA";1;"Município";1;0;0;0;0;0;0;0;0;"352300"
2017;"ITAQUAQUECETUBA";52;"Município";52;43;82,69;2;1;50;0;0;0;"352310"
2017;"ITARARE";10;"Município";10;8;80;7;6;85,71;5;4;80;"352320"
2017;"ITARIRI";2;"Município";2;2;100;0;0;0;0;0;0;"352330"
2017;"ITATIBA";19;"Município";19;6;31,58;4;1;25;3;1;33,33;"352340"
2017;"ITATINGA";3;"Município";3;3;100;2;2;100;0;0;0;"352350"
2017;"ITIRAPINA";3;"Município";3;2;66,67;1;1;100;0;0;0;"352360"
2017;"ITOBI";1;"Município";1;1;100;0;0;0;1;1;100;"352380"
2017;"ITU";17;"Município";17;9;52,94;3;2;66,67;0;0;0;"352390"
2017;"ITUPEVA";7;"Município";7;5;71,43;3;2;66,67;2;1;50;"352400"
2017;"ITUVERAVA";4;"Município";4;2;50;0;0;0;0;0;0;"352410"
2017;"JABOTICABAL";3;"Município";3;2;66,67;2;1;50;0;0;0;"352430"
2017;"JACAREI";46;"Município";46;24;52,17;13;10;76,92;3;3;100;"352440"
2017;"JACUPIRANGA";2;"Município";2;1;50;2;1;50;2;1;50;"352460"
2017;"JAGUARIUNA";8;"Município";8;6;75;5;4;80;4;3;75;"352470"
2017;"JALES";4;"Município";4;3;75;2;2;100;0;0;0;"352480"
2017;"JANDIRA";1;"Município";1;0;0;0;0;0;0;0;0;"352500"
2017;"JARDINOPOLIS";6;"Município";6;4;66,67;3;2;66,67;2;1;50;"352510"
2017;"JARINU";10;"Município";10;8;80;6;6;100;6;6;100;"352520"
2017;"JAU";6;"Município";6;5;83,33;6;5;83,33;1;1;100;"352530"
2017;"JOSE BONIFACIO";3;"Município";3;1;33,33;1;0;0;1;0;0;"352570"
2017;"JULIO MESQUITA";1;"Município";1;0;0;1;0;0;1;0;0;"352580"
2017;"JUNDIAI";94;"Município";94;42;44,68;24;21;87,5;19;18;94,74;"352590"
2017;"JUQUIA";2;"Município";2;1;50;1;0;0;0;0;0;"352610"
2017;"JUQUITIBA";14;"Município";14;12;85,71;1;1;100;0;0;0;"352620"
2017;"LARANJAL PAULISTA";1;"Município";1;1;100;0;0;0;0;0;0;"352640"
2017;"LEME";3;"Município";3;0;0;1;0;0;0;0;0;"352670"
2017;"LENCOIS PAULISTA";2;"Município";2;2;100;2;2;100;0;0;0;"352680"
2017;"LIMEIRA";14;"Município";14;11;78,57;7;6;85,71;3;3;100;"352690"
2017;"LINS";10;"Município";10;3;30;5;3;60;3;3;100;"352710"
2017;"LOUVEIRA";4;"Município";4;2;50;2;2;100;0;0;0;"352730"
2017;"LUCELIA";2;"Município";2;0;0;0;0;0;0;0;0;"352740"
2017;"LUIS ANTONIO";2;"Município";2;1;50;1;0;0;0;0;0;"352760"
2017;"MACATUBA";1;"Município";1;1;100;0;0;0;0;0;0;"352800"
2017;"MACAUBAL";3;"Município";3;3;100;3;3;100;3;3;100;"352810"
2017;"MAIRINQUE";5;"Município";5;3;60;3;2;66,67;3;2;66,67;"352840"
2017;"MAIRIPORA";2;"Município";2;2;100;1;1;100;1;1;100;"352850"
2017;"MARACAI";2;"Município";2;0;0;1;0;0;0;0;0;"352880"
2017;"MARAPOAMA";1;"Município";1;1;100;1;1;100;1;1;100;"352885"
2017;"MARILIA";41;"Município";41;27;65,85;20;14;70;14;10;71,43;"352900"
2017;"MARTINOPOLIS";1;"Município";1;0;0;1;0;0;0;0;0;"352920"
2017;"MATAO";3;"Município";3;1;33,33;2;1;50;0;0;0;"352930"
2017;"MAUA";187;"Município";187;105;56,15;18;13;72,22;9;6;66,67;"352940"
2017;"MERIDIANO";1;"Município";1;0;0;1;0;0;0;0;0;"352960"
2017;"MINEIROS DO TIETE";2;"Município";2;1;50;0;0;0;0;0;0;"352980"
2017;"MIRA ESTRELA";1;"Município";1;1;100;0;0;0;0;0;0;"353000"
2017;"MIRACATU";1;"Município";1;1;100;0;0;0;0;0;0;"352990"
2017;"MIRANTE DO PARANAPANEMA";4;"Município";4;4;100;0;0;0;0;0;0;"353020"
2017;"MIRASSOL";6;"Município";6;5;83,33;3;3;100;2;2;100;"353030"
2017;"MIRASSOLANDIA";1;"Município";1;1;100;1;1;100;0;0;0;"353040"
2017;"MOCOCA";2;"Município";2;2;100;1;1;100;0;0;0;"353050"
2017;"MOGI DAS CRUZES";159;"Município";159;87;54,72;53;43;81,13;24;20;83,33;"353060"
2017;"MOGI GUACU";8;"Município";8;7;87,5;6;5;83,33;6;5;83,33;"353070"
2017;"MOGI MIRIM";8;"Município";8;4;50;3;3;100;2;2;100;"353080"
2017;"MONGAGUA";4;"Município";4;1;25;2;1;50;0;0;0;"353110"
2017;"MONTE ALTO";2;"Município";2;0;0;0;0;0;0;0;0;"353130"
2017;"MONTE APRAZIVEL";2;"Município";2;1;50;0;0;0;0;0;0;"353140"
2017;"MONTE MOR";6;"Município";6;2;33,33;2;0;0;2;0;0;"353180"
2017;"MORRO AGUDO";2;"Município";2;2;100;1;1;100;0;0;0;"353190"
2017;"NAZARE PAULISTA";1;"Município";1;1;100;1;1;100;0;0;0;"353240"
2017;"NEVES PAULISTA";1;"Município";1;0;0;1;0;0;0;0;0;"353250"
2017;"NOVA ALIANCA";1;"Município";1;0;0;0;0;0;0;0;0;"353280"
2017;"NOVA GRANADA";2;"Município";2;1;50;0;0;0;0;0;0;"353300"
2017;"NOVA ODESSA";2;"Município";2;0;0;1;0;0;0;0;0;"353340"
2017;"NOVO HORIZONTE";1;"Município";1;1;100;0;0;0;0;0;0;"353350"
2017;"OCAUCU";3;"Município";3;3;100;2;2;100;2;2;100;"353370"
2017;"OLEO";1;"Município";1;1;100;0;0;0;0;0;0;"353380"
2017;"OLIMPIA";4;"Município";4;2;50;1;0;0;2;1;50;"353390"
2017;"ORINDIUVA";1;"Município";1;1;100;1;1;100;0;0;0;"353420"
2017;"ORLANDIA";1;"Município";1;1;100;1;1;100;1;1;100;"353430"
2017;"OSASCO";112;"Município";112;18;16,07;36;9;25;7;4;57,14;"353440"
2017;"OSVALDO CRUZ";1;"Município";1;1;100;0;0;0;0;0;0;"353460"
2017;"OURINHOS";13;"Município";13;6;46,15;8;4;50;3;2;66,67;"353470"
2017;"OUROESTE";1;"Município";1;1;100;0;0;0;0;0;0;"353475"
2017;"PALESTINA";2;"Município";2;1;50;0;0;0;0;0;0;"353500"
2017;"PALMEIRA DOESTE";1;"Município";1;0;0;0;0;0;0;0;0;"353520"
2017;"PANORAMA";1;"Município";1;1;100;0;0;0;0;0;0;"353540"
2017;"PARAGUACU PAULISTA";5;"Município";5;2;40;1;1;100;0;0;0;"353550"
2017;"PARAIBUNA";1;"Município";1;1;100;1;1;100;0;0;0;"353560"
2017;"PARAISO";1;"Município";1;1;100;0;0;0;0;0;0;"353570"
2017;"PARANAPANEMA";2;"Município";2;2;100;1;1;100;0;0;0;"353580"
2017;"PARAPUA";1;"Município";1;1;100;1;1;100;0;0;0;"353600"
2017;"PARDINHO";1;"Município";1;0;0;0;0;0;0;0;0;"353610"
2017;"PARIQUERA ACU";6;"Município";6;2;33,33;3;1;33,33;0;0;0;"353620"
2017;"PATROCINIO PAULISTA";2;"Município";2;1;50;2;1;50;1;0;0;"353630"
2017;"PAULINIA";22;"Município";22;6;27,27;7;2;28,57;7;3;42,86;"353650"
2017;"PAULO DE FARIA";1;"Município";1;1;100;1;1;100;1;1;100;"353660"
2017;"PEDREIRA";6;"Município";6;6;100;4;4;100;1;1;100;"353710"
2017;"PEDRO DE TOLEDO";2;"Município";2;1;50;1;0;0;1;0;0;"353720"
2017;"PENAPOLIS";2;"Município";2;2;100;1;1;100;1;1;100;"353730"
2017;"PEREIRA BARRETO";2;"Município";2;2;100;1;1;100;0;0;0;"353740"
2017;"PERUIBE";6;"Município";6;1;16,67;0;0;0;2;1;50;"353760"
2017;"PIEDADE";7;"Município";7;5;71,43;1;1;100;0;0;0;"353780"
2017;"PILAR DO SUL";5;"Município";5;2;40;1;1;100;0;0;0;"353790"
2017;"PINDAMONHANGABA";15;"Município";15;13;86,67;6;5;83,33;3;3;100;"353800"
2017;"PINDORAMA";1;"Município";1;1;100;1;1;100;1;1;100;"353810"
2017;"PIRACAIA";1;"Município";1;1;100;1;1;100;0;0;0;"353860"
2017;"PIRACICABA";35;"Município";35;26;74,29;21;19;90,48;10;10;100;"353870"
2017;"PIRAJUI";1;"Município";1;1;100;1;1;100;0;0;0;"353890"
2017;"PIRANGI";1;"Município";1;1;100;1;1;100;0;0;0;"353900"
2017;"PIRAPORA DO BOM JESUS";4;"Município";4;1;25;0;0;0;0;0;0;"353910"
2017;"PIRASSUNUNGA";5;"Município";5;3;60;3;3;100;1;1;100;"353930"
2017;"PITANGUEIRAS";6;"Município";6;4;66,67;5;3;60;2;1;50;"353950"
2017;"POA";9;"Município";9;7;77,78;1;1;100;0;0;0;"353980"
2017;"POLONI";1;"Município";1;1;100;1;1;100;1;1;100;"353990"
2017;"POMPEIA";2;"Município";2;0;0;1;0;0;1;0;0;"354000"
2017;"PONTAL";3;"Município";3;1;33,33;2;1;50;0;0;0;"354020"
2017;"PORANGABA";2;"Município";2;2;100;1;1;100;1;1;100;"354050"
2017;"PORTO FELIZ";2;"Município";2;1;50;0;0;0;0;0;0;"354060"
2017;"PORTO FERREIRA";5;"Município";5;5;100;3;3;100;2;2;100;"354070"
2017;"POTIM";3;"Município";3;3;100;3;3;100;3;3;100;"354075"
2017;"POTIRENDABA";2;"Município";2;2;100;0;0;0;0;0;0;"354080"
2017;"PRADOPOLIS";1;"Município";1;0;0;0;0;0;0;0;0;"354090"
2017;"PRAIA GRANDE";24;"Município";24;20;83,33;15;15;100;11;11;100;"354100"
2017;"PRATANIA";2;"Município";2;1;50;1;1;100;0;0;0;"354105"
2017;"PRESIDENTE BERNARDES";2;"Município";2;1;50;1;1;100;0;0;0;"354120"
2017;"PRESIDENTE EPITACIO";2;"Município";2;1;50;1;1;100;0;0;0;"354130"
2017;"PRESIDENTE PRUDENTE";17;"Município";17;3;17,65;2;2;100;2;2;100;"354140"
2017;"PROMISSAO";2;"Município";2;2;100;2;2;100;1;1;100;"354160"
2017;"QUATA";2;"Município";2;2;100;1;1;100;1;1;100;"354170"
2017;"QUINTANA";1;"Município";1;1;100;1;1;100;1;1;100;"354200"
2017;"RANCHARIA";1;"Município";1;1;100;1;1;100;0;0;0;"354220"
2017;"REDENCAO DA SERRA";1;"Município";1;1;100;1;1;100;1;1;100;"354230"
2017;"REGISTRO";2;"Município";2;0;0;0;0;0;0;0;0;"354260"
2017;"RIBEIRAO BRANCO";16;"Município";16;1;6,25;1;1;100;1;1;100;"354300"
2017;"RIBEIRAO PIRES";23;"Município";23;10;43,48;4;1;25;0;0;0;"354330"
2017;"RIBEIRAO PRETO";86;"Município";86;34;39,53;43;19;44,19;21;10;47,62;"354340"
2017;"RIFAINA";1;"Município";1;1;100;1;1;100;0;0;0;"354360"
2017;"RINOPOLIS";1;"Município";1;1;100;1;1;100;1;1;100;"354380"
2017;"RIO CLARO";10;"Município";10;10;100;3;3;100;0;0;0;"354390"
2017;"RIO DAS PEDRAS";1;"Município";1;1;100;1;1;100;0;0;0;"354400"
2017;"RIO GRANDE DA SERRA";5;"Município";5;3;60;1;1;100;0;0;0;"354410"
2017;"ROSANA";6;"Município";6;4;66,67;3;3;100;1;1;100;"354425"
2017;"SALESOPOLIS";2;"Município";2;0;0;0;0;0;0;0;0;"354500"
2017;"SALTO";15;"Município";15;8;53,33;9;5;55,56;2;2;100;"354520"
2017;"SALTO DE PIRAPORA";5;"Município";5;5;100;4;4;100;1;1;100;"354530"
2017;"SANTA BARBARA DOESTE";8;"Município";8;8;100;2;2;100;1;1;100;"354580"
2017;"SANTA BRANCA";2;"Município";2;2;100;0;0;0;0;0;0;"354600"
2017;"SANTA CRUZ DAS PALMEIRAS";2;"Município";2;1;50;1;1;100;0;0;0;"354630"
2017;"SANTA CRUZ DO RIO PARDO";6;"Município";6;5;83,33;2;2;100;1;1;100;"354640"
2017;"SANTA FE DO SUL";4;"Município";4;4;100;1;1;100;0;0;0;"354660"
2017;"SANTA GERTRUDES";2;"Município";2;2;100;1;1;100;0;0;0;"354670"
2017;"SANTA ISABEL";8;"Município";8;8;100;3;3;100;0;0;0;"354680"
2017;"SANTA LUCIA";1;"Município";1;1;100;1;1;100;1;1;100;"354690"
2017;"SANTA MARIA DA SERRA";1;"Município";1;1;100;1;1;100;1;1;100;"354700"
2017;"SANTA ROSA DE VITERBO";3;"Município";3;2;66,67;2;2;100;2;2;100;"354760"
2017;"SANTANA DA PONTE PENSA";1;"Município";1;1;100;0;0;0;0;0;0;"354720"
2017;"SANTANA DE PARNAIBA";48;"Município";48;22;45,83;3;2;66,67;1;0;0;"354730"
2017;"SANTO ANDRE";165;"Município";165;70;42,42;35;25;71,43;21;15;71,43;"354780"
2017;"SANTO ANTONIO DE POSSE";1;"Município";1;0;0;0;0;0;0;0;0;"354800"
2017;"SANTO ANTONIO DO PINHAL";1;"Município";1;0;0;0;0;0;0;0;0;"354820"
2017;"SANTOS";68;"Município";68;33;48,53;22;18;81,82;10;8;80;"354850"
2017;"SAO BENTO DO SAPUCAI";2;"Município";2;0;0;1;0;0;1;0;0;"354860"
2017;"SAO BERNARDO DO CAMPO";163;"Município";163;91;55,83;41;35;85,37;28;25;89,29;"354870"
2017;"SAO CAETANO DO SUL";17;"Município";17;7;41,18;3;2;66,67;2;1;50;"354880"
2017;"SAO CARLOS";21;"Município";21;16;76,19;14;11;78,57;7;5;71,43;"354890"
2017;"SAO JOAO DA BOA VISTA";14;"Município";14;2;14,29;6;1;16,67;3;1;33,33;"354910"
2017;"SAO JOAQUIM DA BARRA";1;"Município";1;1;100;0;0;0;0;0;0;"354940"
2017;"SAO JOSE DO RIO PARDO";6;"Município";6;6;100;3;3;100;1;1;100;"354970"
2017;"SAO JOSE DO RIO PRETO";85;"Município";85;50;58,82;35;28;80;20;19;95;"354980"
2017;"SAO JOSE DOS CAMPOS";133;"Município";133;79;59,4;27;21;77,78;16;14;87,5;"354990"
2017;"SAO LOURENCO DA SERRA";1;"Município";1;1;100;0;0;0;0;0;0;"354995"
2017;"SAO MANUEL";10;"Município";10;5;50;7;5;71,43;4;4;100;"355010"
2017;"SAO MIGUEL ARCANJO";4;"Município";4;2;50;3;1;33,33;0;0;0;"355020"
2017;"SAO PAULO";1232;"Município";1232;587;47,65;279;163;58,42;136;89;65,44;"355030"
2017;"SAO PEDRO";2;"Município";2;1;50;1;1;100;0;0;0;"355040"
2017;"SAO ROQUE";15;"Município";15;8;53,33;6;4;66,67;3;2;66,67;"355060"
2017;"SAO SEBASTIAO";23;"Município";23;13;56,52;6;4;66,67;3;2;66,67;"355070"
2017;"SAO SEBASTIAO DA GRAMA";2;"Município";2;0;0;0;0;0;0;0;0;"355080"
2017;"SAO SIMAO";1;"Município";1;0;0;1;0;0;0;0;0;"355090"
2017;"SAO VICENTE";20;"Município";20;14;70;15;11;73,33;10;9;90;"355100"
2017;"SEBASTIANOPOLIS DO SUL";1;"Município";1;1;100;0;0;0;0;0;0;"355130"
2017;"SERRA AZUL";3;"Município";3;2;66,67;0;0;0;0;0;0;"355140"
2017;"SERRANA";7;"Município";7;3;42,86;6;2;33,33;6;2;33,33;"355150"
2017;"SERTAOZINHO";30;"Município";30;14;46,67;8;4;50;9;5;55,56;"355170"
2017;"SOCORRO";2;"Município";2;1;50;1;1;100;0;0;0;"355210"
2017;"SOROCABA";80;"Município";80;40;50;31;23;74,19;18;13;72,22;"355220"
2017;"SUMARE";30;"Município";30;21;70;16;12;75;9;5;55,56;"355240"
2017;"SUZANO";40;"Município";40;20;50;8;4;50;3;3;100;"355250"
2017;"TABOAO DA SERRA";20;"Município";20;13;65;5;4;80;1;1;100;"355280"
2017;"TAGUAI";1;"Município";1;0;0;1;0;0;0;0;0;"355300"
2017;"TAMBAU";1;"Município";1;0;0;0;0;0;0;0;0;"355330"
2017;"TAQUARAL";1;"Município";1;1;100;1;1;100;1;1;100;"355365"
2017;"TARABAI";1;"Município";1;0;0;1;0;0;0;0;0;"355390"
2017;"TARUMA";2;"Município";2;2;100;2;2;100;2;2;100;"355395"
2017;"TATUI";8;"Município";8;3;37,5;4;3;75;4;3;75;"355400"
2017;"TAUBATE";44;"Município";44;32;72,73;23;21;91,3;11;11;100;"355410"
2017;"TIETE";4;"Município";4;3;75;2;2;100;1;1;100;"355450"
2017;"TREMEMBE";3;"Município";3;1;33,33;2;1;50;0;0;0;"355480"
2017;"TUPA";1;"Município";1;1;100;1;1;100;1;1;100;"355500"
2017;"UBARANA";3;"Município";3;0;0;1;0;0;1;0;0;"355535"
2017;"UBATUBA";18;"Município";18;7;38,89;6;5;83,33;3;3;100;"355540"
2017;"UBIRAJARA";1;"Município";1;1;100;1;1;100;1;1;100;"355550"
2017;"UNIAO PAULISTA";1;"Município";1;0;0;0;0;0;0;0;0;"355570"
2017;"URANIA";1;"Município";1;1;100;0;0;0;0;0;0;"355580"
2017;"VALINHOS";6;"Município";6;2;33,33;2;1;50;1;0;0;"355620"
2017;"VARGEM GRANDE DO SUL";4;"Município";4;3;75;3;3;100;2;2;100;"355640"
2017;"VARGEM GRANDE PAULISTA";6;"Município";6;3;50;1;1;100;0;0;0;"355645"
2017;"VARZEA PAULISTA";13;"Município";13;6;46,15;5;3;60;2;2;100;"355650"
2017;"VINHEDO";3;"Município";3;2;66,67;1;1;100;1;1;100;"355670"
2017;"VIRADOURO";2;"Município";2;1;50;1;1;100;1;1;100;"355680"
2017;"VOTORANTIM";8;"Município";8;3;37,5;0;0;0;0;0;0;"355700"
2017;"VOTUPORANGA";6;"Município";6;5;83,33;5;4;80;5;4;80;"355710"
2017;NA;30;"Município";30;11;36,67;11;5;45,45;5;4;80;NA
2018;"ADAMANTINA";2;"Município";2;2;100;1;1;100;1;1;100;"350010"
2018;"AGUAI";3;"Município";3;3;100;1;1;100;1;1;100;"350030"
2018;"AGUDOS";3;"Município";3;2;66,67;3;2;66,67;1;1;100;"350070"
2018;"ALAMBARI";1;"Município";1;1;100;0;0;0;0;0;0;"350075"
2018;"ALTINOPOLIS";1;"Município";1;0;0;0;0;0;0;0;0;"350100"
2018;"ALUMINIO";4;"Município";4;3;75;2;1;50;1;1;100;"350115"
2018;"ALVARES FLORENCE";1;"Município";1;1;100;1;1;100;1;1;100;"350120"
2018;"ALVARES MACHADO";1;"Município";1;1;100;1;1;100;1;1;100;"350130"
2018;"ALVINLANDIA";1;"Município";1;1;100;1;1;100;0;0;0;"350150"
2018;"AMERICANA";18;"Município";18;14;77,78;5;5;100;3;3;100;"350160"
2018;"AMERICO BRASILIENSE";2;"Município";2;2;100;0;0;0;0;0;0;"350170"
2018;"AMPARO";9;"Município";9;5;55,56;3;3;100;3;2;66,67;"350190"
2018;"ANDRADINA";3;"Município";3;3;100;2;2;100;2;2;100;"350210"
2018;"ANGATUBA";1;"Município";1;1;100;1;1;100;1;1;100;"350220"
2018;"APARECIDA";3;"Município";3;2;66,67;1;1;100;0;0;0;"350250"
2018;"APIAI";3;"Município";3;0;0;0;0;0;0;0;0;"350270"
2018;"ARACARIGUAMA";4;"Município";4;2;50;0;0;0;0;0;0;"350275"
2018;"ARACATUBA";10;"Município";10;8;80;5;5;100;2;2;100;"350280"
2018;"ARACOIABA DA SERRA";3;"Município";3;3;100;2;2;100;1;1;100;"350290"
2018;"ARARAQUARA";25;"Município";25;15;60;16;14;87,5;10;8;80;"350320"
2018;"ARARAS";7;"Município";7;5;71,43;2;2;100;2;2;100;"350330"
2018;"AREALVA";1;"Município";1;1;100;1;1;100;1;1;100;"350340"
2018;"ARIRANHA";1;"Município";1;1;100;1;1;100;1;1;100;"350370"
2018;"ARTUR NOGUEIRA";6;"Município";6;4;66,67;5;3;60;1;1;100;"350380"
2018;"ARUJA";3;"Município";3;2;66,67;1;1;100;1;1;100;"350390"
2018;"ASPASIA";1;"Município";1;1;100;0;0;0;0;0;0;"350395"
2018;"ASSIS";4;"Município";4;3;75;1;1;100;0;0;0;"350400"
2018;"ATIBAIA";23;"Município";23;17;73,91;14;12;85,71;9;8;88,89;"350410"
2018;"AURIFLAMA";1;"Município";1;1;100;1;1;100;1;1;100;"350420"
2018;"AVARE";6;"Município";6;4;66,67;3;2;66,67;1;1;100;"350450"
2018;"BADY BASSITT";3;"Município";3;2;66,67;2;2;100;2;2;100;"350460"
2018;"BANANAL";1;"Município";1;1;100;0;0;0;0;0;0;"350490"
2018;"BARIRI";1;"Município";1;0;0;0;0;0;0;0;0;"350520"
2018;"BARRA BONITA";1;"Município";1;0;0;1;0;0;0;0;0;"350530"
2018;"BARRA DO CHAPEU";2;"Município";2;0;0;0;0;0;0;0;0;"350535"
2018;"BARRA DO TURVO";4;"Município";4;0;0;1;0;0;0;0;0;"350540"
2018;"BARRETOS";7;"Município";7;4;57,14;2;2;100;2;2;100;"350550"
2018;"BARRINHA";4;"Município";4;4;100;1;1;100;1;1;100;"350560"
2018;"BARUERI";56;"Município";56;26;46,43;2;1;50;0;0;0;"350570"
2018;"BASTOS";1;"Município";1;1;100;1;1;100;0;0;0;"350580"
2018;"BATATAIS";5;"Município";5;5;100;3;3;100;3;3;100;"350590"
2018;"BAURU";42;"Município";42;27;64,29;26;22;84,62;18;15;83,33;"350600"
2018;"BEBEDOURO";4;"Município";4;3;75;2;2;100;1;1;100;"350610"
2018;"BENTO DE ABREU";1;"Município";1;0;0;0;0;0;0;0;0;"350620"
2018;"BERTIOGA";8;"Município";8;8;100;6;6;100;2;2;100;"350635"
2018;"BIRIGUI";7;"Município";7;3;42,86;1;1;100;1;1;100;"350650"
2018;"BIRITIBA MIRIM";8;"Município";8;5;62,5;1;1;100;1;1;100;"350660"
2018;"BOA ESPERANCA DO SUL";1;"Município";1;0;0;0;0;0;0;0;0;"350670"
2018;"BOFETE";1;"Município";1;1;100;1;1;100;0;0;0;"350690"
2018;"BOITUVA";5;"Município";5;2;40;0;0;0;0;0;0;"350700"
2018;"BOM JESUS DOS PERDOES";2;"Município";2;2;100;1;1;100;1;1;100;"350710"
2018;"BORBOREMA";1;"Município";1;1;100;0;0;0;0;0;0;"350740"
2018;"BOREBI";1;"Município";1;1;100;0;0;0;0;0;0;"350745"
2018;"BOTUCATU";54;"Município";54;20;37,04;30;18;60;13;12;92,31;"350750"
2018;"BRAGANCA PAULISTA";11;"Município";11;6;54,55;6;5;83,33;5;4;80;"350760"
2018;"BRODOWSKI";4;"Município";4;3;75;3;2;66,67;2;2;100;"350780"
2018;"BROTAS";4;"Município";4;3;75;0;0;0;0;0;0;"350790"
2018;"BURITAMA";2;"Município";2;1;50;1;1;100;0;0;0;"350810"
2018;"CABREUVA";2;"Município";2;0;0;1;0;0;0;0;0;"350840"
2018;"CACAPAVA";8;"Município";8;3;37,5;1;0;0;0;0;0;"350850"
2018;"CACHOEIRA PAULISTA";3;"Município";3;1;33,33;0;0;0;0;0;0;"350860"
2018;"CACONDE";1;"Município";1;1;100;1;1;100;1;1;100;"350870"
2018;"CAIEIRAS";5;"Município";5;1;20;1;0;0;0;0;0;"350900"
